allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
Tyler Morning Telegraph,News Media,Center,https://tylerpaper.com/,https://www.allsides.com/news-source/tyler-morning-telegraph-media-bias
U.S. News & World Report,News Media,Lean Left,http://www.usnews.com/,https://www.allsides.com/news-source/us-news-and-world-report
UnHerd,News Media,Center,https://unherd.com/,https://www.allsides.com/news-source/unherd-media-bias
United Methodist Insight,News Media,Left,https://um-insight.net/,https://www.allsides.com/news-source/united-methodist-insight-media-bias
United Methodist News,News Media,Lean Left,https://www.umnews.org/en/,https://www.allsides.com/news-source/united-methodist-news-media-bias
United Press International,News Media,Center,https://www.upi.com/,https://www.allsides.com/news-source/united-press-international-media-bias
United States Courts,Reference,Center,http://www.uscourts.gov/,https://www.allsides.com/news-source/united-states-courts
Univision,News Media,Lean Left,http://www.univision.com/,https://www.allsides.com/news-source/univision
Unusual Whales,News Media,Center,https://unusualwhales.com/news,https://www.allsides.com/news-source/unusual-whales-media-bias
Up First,Podcast,Center,https://www.npr.org/podcasts/510318/up-first,https://www.allsides.com/news-source/first-media-bias
Up North News Wisconsin,News Media,Lean Left,https://upnorthnewswi.com/,https://www.allsides.com/news-source/north-news-wisconsin-media-bias
Upper Michigans Source,News Media,Center,https://www.uppermichiganssource.com/,https://www.allsides.com/news-source/upper-michigans-source-media-bias
Upward News ,News Media,Lean Right,https://www.upward.news/,https://www.allsides.com/news-source/upward-news-media-bias
Upworthy,News Media,Left,http://upworthy.com,https://www.allsides.com/news-source/upworthy
Urban Institute,Think Tank / Policy Group,Lean Left,,https://www.allsides.com/news-source/urban-institute
USA TODAY,News Media,Lean Left,https://www.usatoday.com/,https://www.allsides.com/news-source/usa-today-media-bias
USA TODAY Fact Check,Fact Check,Lean Left,https://www.usatoday.com/news/factcheck/,https://www.allsides.com/news-source/usa-today-fact-check-media-bias
Utica Observer Dispatch,News Media,Center,https://www.uticaod.com/,https://www.allsides.com/news-source/utica-observer-dispatch-media-bias
Valley News,News Media,Center,http://www.vnews.com/,https://www.allsides.com/news-source/valley-news-0
Valley News Live,News Media,Center,https://www.valleynewslive.com/,https://www.allsides.com/news-source/valley-news-live-media-bias
Vanderbilt Project on Unity and American Democracy,Think Tank / Policy Group,Center,https://www.vanderbilt.edu/unity/,https://www.allsides.com/news-source/vanderbilt-project-unity-and-american-democracy-media-bias
Vanity Fair,News Media,Lean Left,http://www.vanityfair.com/,https://www.allsides.com/news-source/vanity-fair
Variety,News Media,Lean Left,https://variety.com/,https://www.allsides.com/news-source/variety-media-bias
Vatican News,News Media,Lean Right,https://www.vaticannews.va/,https://www.allsides.com/news-source/vatican-news-media-bias
Verify,Fact Check,Center,https://www.verifythis.com/,https://www.allsides.com/news-source/verify-media-bias
Vermont Public,News Media,Center,https://www.vermontpublic.org/,https://www.allsides.com/news-source/vermont-public-media-bias
Vermont Standard,News Media,Center,https://thevermontstandard.com/,https://www.allsides.com/news-source/vermont-standard-media-bias
Vice,News Media,Left,https://www.vice.com/en,https://www.allsides.com/news-source/vice-media-bias
Virginia Business,News Media,Center,https://www.virginiabusiness.com/,https://www.allsides.com/news-source/virginia-business-media-bias
Virginia Center for Investigative Journalism,News Media,Lean Left,https://vcij.org/,https://www.allsides.com/news-source/virginia-center-investigative-journalism-media-bias
Virginia Mercury,News Media,Center,https://www.virginiamercury.com/,https://www.allsides.com/news-source/virginia-mercury-media-bias
Virtue Online,News Media,Right,https://virtueonline.org/,https://www.allsides.com/news-source/virtue-online-media-bias
Vogue,News Media,Left,https://www.vogue.com/,https://www.allsides.com/news-source/vogue-media-bias
Voice of America (VOA),News Media,Center,http://voanews.com,https://www.allsides.com/news-source/voice-america
Volante,News Media,Center,http://volanteonline.com/,https://www.allsides.com/news-source/volante
Vote Smart,Think Tank / Policy Group,Center,http://www.votesmart.org,https://www.allsides.com/news-source/vote-smark
Votebeat,News Media,Center,https://www.votebeat.org/,https://www.allsides.com/news-source/votebeat-media-bias
Votebeat Arizona,News Media,Center,https://arizona.votebeat.org/,https://www.allsides.com/news-source/votebeat-arizona-media-bias
Vox,News Media,Left,http://www.vox.com,https://www.allsides.com/news-source/vox-news-media-bias
Vox Conversations ,Podcast,Mixed,https://www.vox.com/vox-conversations-podcast,https://www.allsides.com/news-source/vox-conversations-media-bias
Voz Media,News Media,Right,https://voz.us/en/,https://www.allsides.com/news-source/voz-media-media-bias
VT Digger,News Media,Center,http://vtdigger.org/,https://www.allsides.com/news-source/vt-digger
WABI 5,News Media,Center,https://www.wabi.tv/,https://www.allsides.com/news-source/wabi-5-media-bias
Waco Tribune-Herald,News Media,Center,https://wacotrib.com/,https://www.allsides.com/news-source/waco-tribune-herald-media-bias
WAFB 9,News Media,Center,https://www.wafb.com/,https://www.allsides.com/news-source/wafb-9-media-bias
WAGM 8,News Media,Center,https://www.wagmtv.com/,https://www.allsides.com/news-source/wagm-8-media-bias
Wake Up to Politics,News Media,Center,http://www.wakeuptopolitics.com,https://www.allsides.com/news-source/wake-politics-media-bias
Wall Street Journal (News),News Media,Center,http://wsj.com/,https://www.allsides.com/news-source/wall-street-journal-media-bias
Wall Street Journal (Opinion),News Media,Lean Right,https://www.wsj.com/news/opinion,https://www.allsides.com/news-source/wall-street-journal-opinion
WANDTV,News Media,Center,https://www.wandtv.com/,https://www.allsides.com/news-source/wandtv-media-bias
WANE 15,News Media,Center,https://www.wane.com/,https://www.allsides.com/news-source/wane-15-media-bias
Washington Blade,News Media,Lean Left,https://www.washingtonblade.com/,https://www.allsides.com/news-source/washington-blade-media-bias
Washington City Paper,News Media,Center,https://washingtoncitypaper.com/,https://www.allsides.com/news-source/washington-city-paper-media-bias
Washington County Insider,News Media,Center,https://www.washingtoncountyinsider.com/,https://www.allsides.com/news-source/washington-county-insider-media-bias
Washington Diplomat,News Media,Center,https://washdiplomat.com/,https://www.allsides.com/news-source/washington-diplomat-media-bias
Washington Examiner,News Media,Lean Right,http://washingtonexaminer.com/,https://www.allsides.com/news-source/washington-examiner
Washington Free Beacon,News Media,Right,http://freebeacon.com/,https://www.allsides.com/news-source/washington-free-beacon
Washington Monthly,News Media,Lean Left,http://washingtonmonthly.com/,https://www.allsides.com/news-source/washington-monthly
Washington Post,News Media,Lean Left,https://www.washingtonpost.com/,https://www.allsides.com/news-source/washington-post-media-bias
Washington Post Fact Check,Fact Check,Lean Left,https://www.washingtonpost.com/news/fact-checker/,https://www.allsides.com/news-source/fact-checker-washington-post-media-bias
Washington Times,News Media,Lean Right,http://www.washingtontimes.com/,https://www.allsides.com/news-source/washington-times-bias
Watchdog.org,News Media,Lean Right,https://www.thecentersquare.com/,https://www.allsides.com/news-source/watchdogorg
WATD,News Media,Center,https://959watd.com/,https://www.allsides.com/news-source/watd-media-bias
Watertown Public Opinion,News Media,Center,https://www.thepublicopinion.com/,https://www.allsides.com/news-source/watertown-public-opinion-media-bias
WBAL 11,News Media,Center,https://www.wbaltv.com/,https://www.allsides.com/news-source/wbal-11-media-bias
WBAY 2,News Media,Center,https://www.wbay.com/,https://www.allsides.com/news-source/wbay-2-media-bias
WBBJ 7 Eyewitness News,News Media,Center,https://www.wbbjtv.com/,https://www.allsides.com/news-source/wbbj-7-eyewitness-news-media-bias
WBIR 10,News Media,Center,https://www.wbir.com/,https://www.allsides.com/news-source/wbir-10-media-bias
WBKO 13,News Media,Center,https://www.wbko.com/,https://www.allsides.com/news-source/wbko-13-media-bias
WBOC Delaware,News Media,Center,https://www.wboc.com/news/regional/delaware/,https://www.allsides.com/news-source/wboc-delaware-media-bias
WBOY 12,News Media,Center,https://www.wboy.com/,https://www.allsides.com/news-source/wboy-12-media-bias
WBUR,News Media,Center,https://www.wbur.org/,https://www.allsides.com/news-source/wbur-media-bias
WCAI,News Media,Lean Left,https://www.capeandislands.org/,https://www.allsides.com/news-source/wcai-media-bias
WCAX 3,News Media,Center,https://www.wcax.com/,https://www.allsides.com/news-source/wcax-3-media-bias
WCBD 2,News Media,Center,https://www.counton2.com/news/south-carolina-news/,https://www.allsides.com/news-source/wcbd-2-media-bias
WCIA,News Media,Center,https://www.wcia.com/,https://www.allsides.com/news-source/wcia-media-bias
WCPO 9,News Media,Center,https://www.wcpo.com/,https://www.allsides.com/news-source/wcpo-9-media-bias
WCPT,News Media,Lean Left,https://heartlandsignal.com/,https://www.allsides.com/news-source/wcpt-media-bias
WCVB,News Media,Center,https://www.wcvb.com/,https://www.allsides.com/news-source/wcvb-media-bias
WDEL,News Media,Center,https://www.wdel.com/#/questions,https://www.allsides.com/news-source/wdel-media-bias
WDIO,News Media,Center,https://www.wdio.com/,https://www.allsides.com/news-source/wdio-media-bias
WDIV 4 Click On Detroit,News Media,Center,https://www.clickondetroit.com/,https://www.allsides.com/news-source/wdiv-4-media-bias
WDIY,News Media,Center,https://www.wdiy.org/,https://www.allsides.com/news-source/wdiy-media-bias
WDSU,News Media,Center,https://www.wdsu.com/,https://www.allsides.com/news-source/wdsu-media-bias
WDTN 2,News Media,Center,https://www.wdtn.com/,https://www.allsides.com/news-source/wdtn-2-media-bias
WDTV 5,News Media,Center,https://www.wdtv.com/,https://www.allsides.com/news-source/wdtv-5-media-bias
Weatherford Democrat,News Media,Center,https://www.weatherforddemocrat.com/,https://www.allsides.com/news-source/weatherford-democrat-media-bias
WEHT/WTVW,News Media,Center,https://www.tristatehomepage.com/,https://www.allsides.com/news-source/wehtwtvw-media-bias
WEMU,News Media,Center,https://www.wemu.org/,https://www.allsides.com/news-source/wemu-media-bias
WESA,News Media,Center,https://www.wesa.fm/,https://www.allsides.com/news-source/wesa-media-bias
WESH 2,News Media,Center,https://www.wesh.com/,https://www.allsides.com/news-source/wesh-2-media-bias
West Hawaii Today,News Media,Center,https://www.westhawaiitoday.com/,https://www.allsides.com/news-source/west-hawaii-today-media-bias
West Texas Tribune,News Media,Center,https://westtexastribune.org/,https://www.allsides.com/news-source/west-texas-tribune-media-bias
West Virginia Public Broadcasting,News Media,Center,https://wvpublic.org/,https://www.allsides.com/news-source/west-virginia-public-broadcasting-media-bias
Weston Democrat,News Media,Center,https://www.wvnews.com/westondemocrat/,https://www.allsides.com/news-source/weston-democrat-media-bias
WFAE,News Media,Center,http://wfae.org/,https://www.allsides.com/news-source/wfae
WFLA,News Media,Center,https://www.wfla.com/,https://www.allsides.com/news-source/wfla-media-bias
WFMZ 69,News Media,Center,https://www.wfmz.com/,https://www.allsides.com/news-source/wfmz-69-media-bias
WFSB,News Media,Center,https://www.wfsb.com/,https://www.allsides.com/news-source/wfsb-media-bias
WFSU,News Media,Center,https://news.wfsu.org/,https://www.allsides.com/news-source/wfsu-media-bias
WFYI,News Media,Lean Left,https://www.wfyi.org/,https://www.allsides.com/news-source/wfyi-media-bias
WGAL 8,News Media,Center,https://www.wgal.com/,https://www.allsides.com/news-source/wgal-8-media-bias
WGBH,News Media,Center,http://news.wgbh.org/,https://www.allsides.com/news-source/wgbh
WGME 13,News Media,Center,https://wgme.com/,https://www.allsides.com/news-source/wgme-13-media-bias
WGN,News Media,Center,https://wgntv.com/,https://www.allsides.com/news-source/wgn-media-bias
